Name,Composition,Fractional Abundance,Cumulative Abundance
unmodified/A2G2F/2 x Core/2 x Core/1 x Core,"10 Hex, 9 HexNAc, 1 Fuc",22.498934334370826,22.498934334370826
A2G2/A2G2F/2 x Core/2 x Core/1 x Core,"15 Hex, 13 HexNAc, 1 Fuc",17.664816329578684,40.163750663949514
A2G2F/A2G2F/2 x Core/2 x Core/1 x Core,"15 Hex, 13 HexNAc, 2 Fuc",9.008163247254112,49.171913911203625
unmodified/A2G2F/2 x Core/2 x Core/2 x Core,"11 Hex, 10 HexNAc, 1 Fuc",8.54430564296125,57.71621955416487
A2G2/A2G2F/1 x Core/2 x Core/1 x Core,"14 Hex, 12 HexNAc, 1 Fuc",4.448542939289565,62.16476249345444
A2G2/A2G2F/2 x Core/2 x Core/2 x Core,"16 Hex, 14 HexNAc, 1 Fuc",3.7668926740170035,65.93165516747145
unmodified/A2G2F/1 x Core/2 x Core/1 x Core,"9 Hex, 8 HexNAc, 1 Fuc",3.427699650709034,69.35935481818048
unmodified/A3G3F/2 x Core/2 x Core/1 x Core,"11 Hex, 10 HexNAc, 1 Fuc",3.322119398464776,72.68147421664526
A3G3/A2G2F/2 x Core/2 x Core/1 x Core,"16 Hex, 14 HexNAc, 1 Fuc",2.156771811428828,74.83824602807408
A3G3/A2G2F/1 x Core/2 x Core/1 x Core,"15 Hex, 13 HexNAc, 1 Fuc",1.7300808982190399,76.56832692629312
A3G3F/A2G2F/1 x Core/2 x Core/1 x Core,"15 Hex, 13 HexNAc, 2 Fuc",1.5598738132911547,78.12820073958427
A2G2F/A2G2F/1 x Core/2 x Core/1 x Core,"14 Hex, 12 HexNAc, 2 Fuc",1.5498404505498469,79.67804119013412
unmodified/A3G3F/1 x Core/2 x Core/1 x Core,"10 Hex, 9 HexNAc, 1 Fuc",1.496004326303039,81.17404551643716
A2G2/A3G3F/2 x Core/2 x Core/1 x Core,"16 Hex, 14 HexNAc, 1 Fuc",1.4246788002970987,82.59872431673426
A3G3F/A2G2F/2 x Core/2 x Core/1 x Core,"16 Hex, 14 HexNAc, 2 Fuc",1.4125769248938906,84.01130124162815
A2G2F/A2G2F/2 x Core/2 x Core/2 x Core,"16 Hex, 14 HexNAc, 2 Fuc",1.3949446646443906,85.40624590627255
A2G2/A3G3F/1 x Core/2 x Core/1 x Core,"15 Hex, 13 HexNAc, 1 Fuc",1.1422299521494508,86.548475858422
A2G1/A2G2F/unmodified/2 x Core/1 x Core,"12 Hex, 11 HexNAc, 1 Fuc",0.8232034595707929,87.37167931799279
A2G1/A2G2F/1 x Core/1 x Core/1 x Core,"12 Hex, 11 HexNAc, 1 Fuc",0.8094988293235955,88.18117814731637
A3G3+LacN1/A2G2F/2 x Core/2 x Core/1 x Core,"17 Hex, 15 HexNAc, 1 Fuc",0.6110312038559739,88.79220935117235
A3G3F+LacN1/A2G2F/2 x Core/2 x Core/1 x Core,"17 Hex, 15 HexNAc, 2 Fuc",0.5568545675910289,89.34906391876338
A3G3+LacN1/A2G2F/1 x Core/2 x Core/1 x Core,"16 Hex, 14 HexNAc, 1 Fuc",0.5273004727754966,89.87636439153887
A2G1/A2G2F/unmodified/1 x Core/1 x Core,"11 Hex, 10 HexNAc, 1 Fuc",0.4665562598848779,90.34292065142375
A3G3F+LacN1/A2G2F/1 x Core/2 x Core/1 x Core,"16 Hex, 14 HexNAc, 2 Fuc",0.43315477065752367,90.77607542208128
A3G3/A2G2F/2 x Core/2 x Core/2 x Core,"17 Hex, 15 HexNAc, 1 Fuc",0.427553935048859,91.20362935713014
A2G0F/A2G2F/unmodified/unmodified/1 x Core,"9 Hex, 9 HexNAc, 2 Fuc",0.3738939377079839,91.57752329483812
A2G2/A1G1/unmodified/2 x Core/1 x Core,"12 Hex, 10 HexNAc, 0 Fuc",0.3166977034891015,91.89422099832723
A2G2/A1G1/1 x Core/1 x Core/1 x Core,"12 Hex, 10 HexNAc, 0 Fuc",0.31154892693899783,92.20576992526622
A3G3F/A2G2F/2 x Core/2 x Core/2 x Core,"17 Hex, 15 HexNAc, 2 Fuc",0.3105704441282597,92.51634036939448
A2G2/A3G3F/2 x Core/2 x Core/2 x Core,"17 Hex, 15 HexNAc, 1 Fuc",0.2825427824974788,92.79888315189196
unmodified/A3G3F/2 x Core/2 x Core/2 x Core,"12 Hex, 11 HexNAc, 1 Fuc",0.2527832062916915,93.05166635818365
A2G0F/A2G2F/unmodified/1 x Core/1 x Core,"10 Hex, 10 HexNAc, 2 Fuc",0.24412167645103816,93.2957880346347
M5-A1G1/M5-A1G1/2 x Core/2 x Core/2 x Core,"18 Hex, 12 HexNAc, 0 Fuc",0.21478089088824673,93.51056892552293
M7/M5-A1G1/unmodified/1 x Core/1 x Core,"15 Hex, 7 HexNAc, 0 Fuc",0.20097254146311128,93.71154146698605
